PartnerGroup,SiteID,SiteName,Latitude,Longitude,ElevationMeters,State,SpeciesID,Genus,Species,SpeciesDesc,Kingdom,SpeciesType,SpeciesCategory,USDASymbol,ITISNumber,PhenophaseID,PhenophaseCategory,PhenophaseDesc,First_Yes_Sample_Size,First_Yes_Year,FirstYes,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,SD_First_Yes_In_Days,Min_First_Yes_DOY,Max_First_Yes_DOY,Median_First_Yes_DOY,NumLastNo,SE_NumDays_Since_Prior_No,SD_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Last_Yes_Year,LastYes,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,SD_Last_Yes_in_Days,Min_Last_Yes_DOY,Max_Last_Yes_DOY,Median_Last_Yes_DOY,NumFirstNo,SE_NumDays_Until_Next_No,SD_NumDays_Until_Next_No,Num_Individuals_with_Multiple_FirstY,Multiple_FirstY_Individual_IDs,Observed_Status_Conflict_Flag,Observed_Status_Conflict_Flag_Individual_IDs
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,491,Seed cones,Recent cone or seed drop,1,2019,21,2458505,-9999,-9999,21,21,21,11,-9999,-9999,1,2019,21,2458505,-9999,-9999,21,21,21,10,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,495,Pollen cones,Open pollen cones (conifers),1,2019,21,2458505,-9999,-9999,21,21,21,11,-9999,-9999,1,2019,73,2458557,-9999,-9999,73,73,73,8,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,503,Pollen cones,Pollen release (conifers),1,2019,31,2458515,-9999,-9999,31,31,31,10,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,467,Leaves,Increasing leaf size,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,117,2458601,-9999,-9999,117,117,117,19,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,483,Leaves,Leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,10,2458494,-9999,-9999,10,10,10,21,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,484,Leaves,Young leaves (tree/shrub),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,117,2458601,-9999,-9999,117,117,117,19,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,371,Leaves,Breaking leaf buds,1,2019,136,2458620,-9999,-9999,136,136,136,19,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,500,Flowers,Flowers or flower buds,1,2019,136,2458620,-9999,-9999,136,136,136,19,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,371,Leaves,Breaking leaf buds,1,2019,136,2458620,-9999,-9999,136,136,136,19,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,804,Baccharis,halimifolia,eastern baccharis,Plantae,Deciduous broadleaf,"Allergen,Nectar Connectors Campaign",BAHA,35682,371,Leaves,Breaking leaf buds,1,2019,31,2458515,-9999,-9999,31,31,31,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,'148387',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,940,Nyssa,aquatica,water tupelo ,Plantae,Deciduous broadleaf,-9999,NYAQ2,27824,371,Leaves,Breaking leaf buds,1,2019,31,2458515,-9999,-9999,31,31,31,10,-9999,-9999,1,2019,10,2458494,-9999,-9999,10,10,10,11,-9999,-9999,1,'141895',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,940,Nyssa,aquatica,water tupelo ,Plantae,Deciduous broadleaf,-9999,NYAQ2,27824,467,Leaves,Increasing leaf size,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,117,2458601,-9999,-9999,117,117,117,19,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,940,Nyssa,aquatica,water tupelo ,Plantae,Deciduous broadleaf,-9999,NYAQ2,27824,471,Leaves,Falling leaves,1,2019,21,2458505,-9999,-9999,21,21,21,11,-9999,-9999,1,2019,21,2458505,-9999,-9999,21,21,21,10,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,940,Nyssa,aquatica,water tupelo ,Plantae,Deciduous broadleaf,-9999,NYAQ2,27824,483,Leaves,Leaves,1,2019,21,2458505,-9999,-9999,21,21,21,11,-9999,-9999,1,2019,21,2458505,-9999,-9999,21,21,21,10,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,940,Nyssa,aquatica,water tupelo ,Plantae,Deciduous broadleaf,-9999,NYAQ2,27824,498,Leaves,Colored leaves,1,2019,21,2458505,-9999,-9999,21,21,21,11,-9999,-9999,1,2019,21,2458505,-9999,-9999,21,21,21,10,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,371,Leaves,Breaking leaf buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,73,2458557,-9999,-9999,73,73,73,8,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,500,Flowers,Flowers or flower buds,1,2019,31,2458515,-9999,-9999,31,31,31,21,-9999,-9999,1,2019,117,2458601,-9999,-9999,117,117,117,19,-9999,-9999,1,'141901',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,501,Flowers,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,117,2458601,-9999,-9999,117,117,117,19,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1044,Toxicodendron,radicans,eastern poison ivy,Plantae,Deciduous broadleaf,"Invasive Plants,Allergen",TORA2,28821,516,Fruits,Fruits,1,2019,136,2458620,-9999,-9999,136,136,136,19,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,371,Leaves,Breaking leaf buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,10,2458494,-9999,-9999,10,10,10,21,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,390,Fruits,Ripe fruits,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,73,2458557,-9999,-9999,73,73,73,8,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,500,Flowers,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,73,2458557,-9999,-9999,73,73,73,8,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,501,Flowers,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,73,2458557,-9999,-9999,73,73,73,8,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27475,Palmetto Trail,29.783813,-90.117561,0,LA,1616,Ilex,decidua,possumhaw,Plantae,Deciduous broadleaf,Ornamental,ILDE,27998,516,Fruits,Fruits,1,2019,81,2458565,-9999,-9999,81,81,81,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,371,Leaves,Breaking leaf buds,1,2019,59,2458543,-9999,-9999,59,59,59,5,-9999,-9999,1,2019,59,2458543,-9999,-9999,59,59,59,14,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,467,Leaves,Increasing leaf size,1,2019,38,2458522,-9999,-9999,38,38,38,21,-9999,-9999,1,2019,143,2458627,-9999,-9999,143,143,143,28,-9999,-9999,1,'141908',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,483,Leaves,Leaves,1,2019,38,2458522,-9999,-9999,38,38,38,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,500,Flowers,Flowers or flower buds,1,2019,38,2458522,-9999,-9999,38,38,38,21,-9999,-9999,1,2019,59,2458543,-9999,-9999,59,59,59,14,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,501,Flowers,Open flowers,1,2019,54,2458538,-9999,-9999,54,54,54,16,-9999,-9999,1,2019,59,2458543,-9999,-9999,59,59,59,14,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,2,Acer,negundo,boxelder,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Green Wave Campaign",ACNE2,28749,502,Flowers,Pollen release (flowers),1,2019,59,2458543,-9999,-9999,59,59,59,5,-9999,-9999,1,2019,59,2458543,-9999,-9999,59,59,59,14,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,371,Leaves,Breaking leaf buds,1,2019,38,2458522,-9999,-9999,38,38,38,21,-9999,-9999,1,2019,38,2458522,-9999,-9999,38,38,38,16,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,467,Leaves,Increasing leaf size,1,2019,38,2458522,-9999,-9999,38,38,38,21,-9999,-9999,1,2019,87,2458571,-9999,-9999,87,87,87,14,-9999,-9999,1,'141912',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,483,Leaves,Leaves,1,2019,38,2458522,-9999,-9999,38,38,38,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,500,Flowers,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,17,2458501,-9999,-9999,17,17,17,21,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,3,Acer,rubrum,red maple,Plantae,Deciduous broadleaf,"Ornamental,Allergen,Calibration,Green Wave Campaign",ACRU,28728,501,Flowers,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,17,2458501,-9999,-9999,17,17,17,21,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,371,Leaves,Breaking leaf buds,1,2019,80,2458564,-9999,-9999,80,80,80,7,-9999,-9999,1,2019,80,2458564,-9999,-9999,80,80,80,1,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,390,Fruits,Ripe fruits,1,2019,38,2458522,-9999,-9999,38,38,38,21,-9999,-9999,1,2019,87,2458571,-9999,-9999,87,87,87,14,-9999,-9999,1,'141904',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,467,Leaves,Increasing leaf size,1,2019,54,2458538,-9999,-9999,54,54,54,16,-9999,-9999,1,2019,101,2458585,-9999,-9999,101,101,101,21,-9999,-9999,1,'141904',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,483,Leaves,Leaves,1,2019,54,2458538,-9999,-9999,54,54,54,16,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,500,Flowers,Flowers or flower buds,1,2019,54,2458538,-9999,-9999,54,54,54,16,-9999,-9999,1,2019,80,2458564,-9999,-9999,80,80,80,1,-9999,-9999,1,'141904',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,501,Flowers,Open flowers,1,2019,54,2458538,-9999,-9999,54,54,54,16,-9999,-9999,1,2019,80,2458564,-9999,-9999,80,80,80,1,-9999,-9999,1,'141904',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,504,Fruits,Recent fruit or seed drop,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,54,2458538,-9999,-9999,54,54,54,5,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,81,Liquidambar,styraciflua,sweetgum,Plantae,Deciduous broadleaf,Ornamental,LIST2,19027,516,Fruits,Fruits,1,2019,54,2458538,-9999,-9999,54,54,54,16,-9999,-9999,1,2019,87,2458571,-9999,-9999,87,87,87,14,-9999,-9999,1,'141904',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,392,Seed cones,Unripe seed cones,1,2019,122,2458606,-9999,-9999,122,122,122,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,393,Seed cones,Ripe seed cones,1,2019,122,2458606,-9999,-9999,122,122,122,21,-9999,-9999,1,2019,143,2458627,-9999,-9999,143,143,143,28,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,481,Needles,Breaking needle buds (deciduous),1,2019,59,2458543,-9999,-9999,59,59,59,21,-9999,-9999,1,2019,101,2458585,-9999,-9999,101,101,101,21,-9999,-9999,1,'141913',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,487,Needles,Needles (deciduous),1,2019,59,2458543,-9999,-9999,59,59,59,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,490,Pollen cones,Pollen cones (conifers),1,2019,80,2458564,-9999,-9999,80,80,80,7,-9999,-9999,1,2019,101,2458585,-9999,-9999,101,101,101,21,-9999,-9999,1,'141913',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,495,Pollen cones,Open pollen cones (conifers),1,2019,80,2458564,-9999,-9999,80,80,80,7,-9999,-9999,1,2019,143,2458627,-9999,-9999,143,143,143,28,-9999,-9999,1,'141913',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,296,Taxodium,distichum,bald cypress,Plantae,Deciduous conifer,Ornamental,TADI2,18041,503,Pollen cones,Pollen release (conifers),1,2019,80,2458564,-9999,-9999,80,80,80,7,-9999,-9999,1,2019,143,2458627,-9999,-9999,143,143,143,28,-9999,-9999,1,'141913',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,371,Leaves,Breaking leaf buds,1,2019,80,2458564,-9999,-9999,80,80,80,7,-9999,-9999,1,2019,80,2458564,-9999,-9999,80,80,80,1,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,390,Fruits,Ripe fruits,1,2019,87,2458571,-9999,-9999,87,87,87,6,-9999,-9999,1,2019,87,2458571,-9999,-9999,87,87,87,14,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,467,Leaves,Increasing leaf size,1,2019,54,2458538,-9999,-9999,54,54,54,16,-9999,-9999,1,2019,101,2458585,-9999,-9999,101,101,101,21,-9999,-9999,1,'141907',MultiObserver-StatusConflict,'141907'
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,471,Leaves,Falling leaves,1,2019,54,2458538,-9999,-9999,54,54,54,16,-9999,-9999,1,2019,81,2458565,-9999,-9999,81,81,81,20,-9999,-9999,1,'141907',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,484,Leaves,Young leaves (tree/shrub),1,2019,80,2458564,-9999,-9999,80,80,80,7,-9999,-9999,1,2019,101,2458585,-9999,-9999,101,101,101,21,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,498,Leaves,Colored leaves,1,2019,54,2458538,-9999,-9999,54,54,54,16,-9999,-9999,1,2019,81,2458565,-9999,-9999,81,81,81,20,-9999,-9999,1,'141907',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,500,Flowers,Flowers or flower buds,1,2019,80,2458564,-9999,-9999,80,80,80,7,-9999,-9999,1,2019,80,2458564,-9999,-9999,80,80,80,1,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,501,Flowers,Open flowers,1,2019,80,2458564,-9999,-9999,80,80,80,7,-9999,-9999,1,2019,80,2458564,-9999,-9999,80,80,80,1,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,305,Quercus,virginiana,live oak,Plantae,Semi-evergreen broadleaf,Allergen,QUVI,19283,502,Flowers,Pollen release (flowers),1,2019,73,2458557,-9999,-9999,73,73,73,14,-9999,-9999,1,2019,87,2458571,-9999,-9999,87,87,87,14,-9999,-9999,0,'',MultiObserver-StatusConflict,'141907'
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,371,Leaves,Breaking leaf buds,1,2019,59,2458543,-9999,-9999,59,59,59,21,-9999,-9999,1,2019,81,2458565,-9999,-9999,81,81,81,20,-9999,-9999,1,'141910',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,467,Leaves,Increasing leaf size,1,2019,59,2458543,-9999,-9999,59,59,59,21,-9999,-9999,1,2019,80,2458564,-9999,-9999,80,80,80,1,-9999,-9999,1,'141910',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,483,Leaves,Leaves,1,2019,59,2458543,-9999,-9999,59,59,59,21,-9999,-9999,1,2019,80,2458564,-9999,-9999,80,80,80,1,-9999,-9999,1,'141910',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,500,Flowers,Flowers or flower buds,1,2019,171,2458655,-9999,-9999,171,171,171,28,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,309,Campsis,radicans,trumpet creeper,Plantae,Deciduous broadleaf,Ornamental,CARA2,34309,501,Flowers,Open flowers,1,2019,171,2458655,-9999,-9999,171,171,171,28,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,371,Leaves,Breaking leaf buds,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,59,2458543,-9999,-9999,59,59,59,14,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,390,Fruits,Ripe fruits,1,2019,81,2458565,-9999,-9999,81,81,81,1,-9999,-9999,1,2019,81,2458565,-9999,-9999,81,81,81,20,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,484,Leaves,Young leaves (tree/shrub),0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,143,2458627,-9999,-9999,143,143,143,28,-9999,-9999,0,'',-9999,''
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,500,Flowers,Flowers or flower buds,1,2019,38,2458522,-9999,-9999,38,38,38,21,-9999,-9999,1,2019,143,2458627,-9999,-9999,143,143,143,28,-9999,-9999,1,'141911',MultiObserver-StatusConflict,'141911'
Barataria Phenology Trail,27476,Ring Levee Trail,29.785265,-90.110191,0,LA,722,Morella,cerifera,wax myrtle,Plantae,Evergreen broadleaf,-9999,MOCE2,507899,516,Fruits,Fruits,1,2019,81,2458565,-9999,-9999,81,81,81,1,-9999,-9999,1,2019,81,2458565,-9999,-9999,81,81,81,20,-9999,-9999,0,'',-9999,''
